Txt,Year12,idx
"용띠의 성격과 운수 - 허무한 세계에서 성공한다.

띠를 이루고있는 열두가지 동물들 가운데 용만은 가공의 동물이다.
중국에서는 용, 기린, 봉황, 거북을 4령(四靈)이라 부르며 인연이 좋은 동물로 생각해 왔다.
이 용은 말과같이 긴 얼굴, 뱀과 비슷한 몸, 등에는 81매의 비늘을 갖고 있다한다.
발은 닭이며, 사나운 발톱이 있다. 그런데다가 하늘을 나르고, 물속에도 들어간다는 것이다.
비늘의 숫자인 81이라는 수에는 커다란 희망이라는 뜻이 담겨있다.

용띠의 사람은 이 용같이 끝이 없어 잡을 수 없는 성격을 지니고 태어났다.
스케일이 큰 몽상가이며, 언제나 모험이나 로맨스를 동경하고 있다.
또, 담백하며 일에 구애받지않는 대인의 품격을 느끼게 하는 사람이다.

12지 중에서 용해를 나타내는데에 진(辰)이라는 글자를 적용하였다.
이 진은 시간 으로 말하면 오전 8시경(오전 7시 ~ 9시 사이)아침 햇살이 그 빛을 세계 빛내려는 때이다.
무엇인가가 태어나려고 하기전의 혼동된 상태 그대로이다.
[辰]은 진, 신이라 읽으며 12지의 제5위이고 방향은 동동남이며 계절로 말하면 4월이다.
그런데 이와 같이 망양(茫洋)하게 하고있는 용띠의 사람은 평상시는 상당히 게으른 사람이며,하루종일 가만히 앉아서 TV를 보는것을 아무렇지도 않게 느낀다.
그러나 일단 일어서게 되면 보통사람 이상의 열심성과 패기를 갖고 일에 임하게 된다.
이러할때의 용띠인 사람에게는 도대체 무엇을 해낼지 모를 정도의 무서운 매력이 담겨있다.
특히, 예능, 스포츠, 종교등 허구의 세계에서 용띠의 이 특징은 발휘되는 것이다.
야구의 홈런을 잘 쳤다는 선수나, 씨름으로 이름난 사람중에 용띠가 많다.
좀 특수한 직업인 평론가나, 연극배우 또는 카메라맨들도 현대에서 활약하는 용띠가 많다.
외국의 예를 들면 배우 마를린 몬로, 사상가 니체, 수소폭탄의 설계자 오펜 하이머등이 용띠이다.
어느 인물을 보아도 무엇인가 용띠다운 면모를 느낄수 있지 않을까.

그런데 용띠의 사람들은 몽상가적인 경향이 있다.
그만큼 자신의 목적에 열중하고 있을 동안은 열심이여서 좋지만,일단 막히면 그일에서 손을 떼버리는 일이 없지도 않을 것이다.
어느 통계에 따르면 ""인간증발""을 한 사람중에서 용띠의 사람이 차지하는 비율이 대단히 크다고 한다.
이와 같이 열중과 포기와의 두가지 극 사이를 크게 움직이고 있는 것이 용띠의 사람이라 할수 있을 것이다.
이러한 진폭이 크면 클수록 인간적으로는 대단히 매력적인 것으로 보이게된다.
그러므로 용띠의 사람을 소위 틀에박힌 샐러리 맨으로 만들어 두는것은 아까운 일이다.
더욱 자유롭고 분주하게 자기의 개성을 발전 시킬수있는 세계야말로 용띠의 사람에겐 필요한 것이다.

남성이 파이터인것과 같이 여성또한 활동적이다.
때문에 작업범위를 넘어서서 표면에 나서는 경향이 강하므로 옛날에는 이것때문에 혼기를 놓친 일이 많았던것 같다. 
그러나 현대에서의 가정의 한 몫을 해내는 여성과같이, 밖으로도 맞벌이를 해서 훌륭히 성공하는 사람이 바로 용띠의 여성인것이다.

용띠의 사람은 대단히 센 운수를 갖고있다.
처음부터 아침 햇빛을 받는 것처럼 스포트라이트를 받는 좋은 입장의 덕을 받고있다.
그러나 35세를 지날 무렵에는  성장전의 정체가 오는 것이다.
이제까지의 순조로왔던것 만큼 이 장애는 상당히 큰 영향을 준다.
이것을 초월함으로서 승천의 위세로 성공길을 달릴 수가 있을것이다.
여기서 쓰러져서는 그야말로 [용두사미]가 되는 것이다.
 
애정면에서는 무드에 약한 사람이다.
화려한 연애를 하나, 제3자의 눈으로 상대를 보는 냉정성을 갖는 것이 좋을 것이다.","辰",1
"뱀띠의 성격과 운수 - 천재의 소질을 타고났다.

구약성서의 아담과 이브에게 지혜의 열매인 사과를 주고 인류의 번영과 진보에의 길을 열게한 것은 그 뱀이다.
그러므로 뱀은 그야말로[사랑의 운반자]라고 할수가 있을 것이다.

12지 속에서 말해와 뱀해는 불의 성격을 갖고있다.
말해가 양화(陽火)인데 반해서 뱀해는 음화(陰火)이다.
화로불의 은근한 온도, 아랫목의 따뜻한 맛, 또 난로위에 올려놓은 남비가 달가닥 달가닥 소리를 내고 끓고 있을때 사람은 어딘가 마음이 놓이는 안정감을 느낄때가 있다.
이와같이 뱀해의 음성인 불은 내면으로 밝기와 따뜻한 감을 계속 담아주는 의미가 있으므로 뱀해의 사람은 정신활동에 좋은 것이다.

인간애에 의해 전인류를 고통에서 구하려고한 그리스도, 문학으로 전세계의 사람들에게 깊은 감명을 안겨준 괴테, 도스토예프스키, 지이드, 보드레일, 사르트르, 또 추상화단의 거장 피카소, 중국의 정치를 크게 흔들어 놓은 모택동이나 매력있는 설득력으로 민심을 잡은 케네디대통령 혹은 인도의 간디, 일본의 후꾸다수상등 뱀해에 태어난 사람들은 천재적인 인물이 기라성같이 모여있다. 
그리고 이 사람들은 한발 잘못 디디면 미친 사람이었을지도 모를 스케일의 크기가 있는 것이다.
지적인 직업에 손댈때가 많고, 비범한 재능을 갖고 있는 사람이 많으며 이것에 대해서 최후까지 해내는 화이팅이 있고 또, 어떠한 입장에서도 꺼리낌없이 대범하게 어울릴 수 있는 유연성도 있다.

뱀해 태생에는 12지에서 [巳]라는 글자를 적용하였다.
이 巳는 ""사""라 읽히며 일어난다, 혹은 자기 자신이 분기한다라는 뜻도 담고있다.
또, 하루의 시간으로 말한다면 오전10시경(오전 9시 ~ 11시 사이), 방향은 남남동에 해당한다.
1년의 계절에서는 신록이 선명한 초여름 5월로 되어있다.
논밭의 5월은  6월의 모심기를 대기하고 만물이 모두 생생하게 발전해 나아갈 때인것이다.
모든것이 생생하게 발전하듯이 뱀해의 사람들도 탐욕한 향상심이 있고 실력 이상의 일에 도전해서 이것을 해내는 힘이 있다.
또한 뱀해의 사람은 표면에 의외로 침착한 무드를 갖고 있으므로 어딘가 차가운 느낌을 줄수도 있는 것이다.
차갑다고는 하지만 기본적으로는 불의 성격이므로 풍부한 감정면을 볼수 있는 것도 때때로 있다.
회사에 갓 들어가서 불안한 마음으로 있는 신입 사원에게 그 기분을 알고 친절하게 말을 걸어주는 따뜻한 마음이 있고 사람의 마음을 잘 이해하는 사람이라고 후배들이 따르며 믿고 있다.
여성이면 사교성이 있는 인품이므로 댄스파티등에서도 남성이 다투어서 파트너를 신청해 온다.
잘못되어도 [그림의 떡]으로는 되지 않을 사람이다.

또 자주 문제가 되는것이 있다면 뱀해 사람의 애정면에 관해 전해온 말이다.   
중국에서는 [백사전]의 백희(白嬉)의 애정, 우리 나라에서도 뱀의 변신이 여자가 되어 연정을 쏫는다든가, 보은의 정 등 전해오는 말이 있기 때문에 뱀해의 사람에게는 집념이 깊다는 말을 흔히 쓰고있다.
확실히 뱀띠의 사람은 자기가 필요한 것을 손에 넣기 위해서는 끝까지 추구한다는 면이 없는 것도 아니다.

[애정이 뱀과 같다]라는 말이 있다.
이것은 뱀이 애정을 교환할때에 새끼를 꼰 것과같이 서로 얽히어서 한다는 데서 인간의 교정이 과격하다는 것을 표현하는 말로 사용되는 것이다.
그러나 뱀띠의 사람은 꼭 이렇게 과격한것은 아니다.
뱀띠의 사람은 용모 단정하며 남성도 여성도 이상하게 섹스어필한 면을 갖고있다.

운수는 점차 진보형이며 만년운수에 크게 성공할 타입이다.
가정운은 연애결혼의 퍼센테이지가 높다.
그러므로 그 애정을 건실한 가정만들기로 전환 시키는것이 중요한 것이다.
인생에도 꿈은 중요하지만 현실을 냉정하게 관찰하는것이 더욱 필요하다.
어린애의 수는 그다지 많은 편은 아니지만 중년 이후는 자기 취미를 살리는것이 제2의 인생을 타개하는 것이 된다..","巳",2
"말띠의 성격과 운수 - 태양과 같이 밝은 성격의 소유자.

말은 항상 태양이라는 영광과 함께 있는 동물이다.
그러한 만큼 또 지기 싫어하는 마음도 누구보다 세다.
한때 사라브렛종의 명마가 있었다. 이 말이 최고의 영애를 다투는 대상 경주에 나갔는데 레이스 도중에 심장 마비를 일으키고 말았다.
그러나 죽어가는 상태에서 계속 달려 결승선을 골인하고 그자리에서 다시는 일어서지 못한 적이있다.
마찬가지로 말해에 태어난 사람도 말의 이러한 성질을 반영해서 다른 사람보다 한발이라도 
앞으로 나가려고하는 남에게 지기 싫어하는 파이터이다.

세상의 재벌가로서는 이 말띠가 많은것 같다.
역사상에도 아시아의 패자로 불리우는 징기스칸과 같이 날쎄고 용감하고 질풍과같은 인물이 있고, 또 아랍의 태양이라고 불리우는 정치가 나세르, 구 소련 연방을 낳게한 레닌이 있다.
이밖에도 말띠의 사람을 찾아보면 주위에 많이 있을 것이다.
특히 추리 소설가든가 평론가들 중에 많이 있으며 스포츠계에서도 야구의 투수라든가 세계적인 골퍼들이 말띠이다.

12지 에서는 이 말해에 [午]라는 글자를 쓰고있다.
午는 계절로 말하면 6월 모내기의 시기에 해당한다.
시간으로 말하면 낮(오전 11시~ 오후 1시 사이)이며 강한 햇빛이 쨍쨍 내려쪼이는 때이다.
말하자면 식물이 쑥쑥 성장하는 그 왕성한 모습이 午라는 글자의 의미이다. 또 午는 12지의 제 7위이다.
방향은 남쪽에 해당한다.
행동성과 양기성을 아울러 가진 말띠의 사람은 태어날 때부터 비밀을 가질수 없는 사람이다.
대인관계가 좋고 항상 가슴을 열고 상대하므로 친구가 많게 된다.
옆으로의 퍼지기가 많다고 해서 뚱뚱한 타입이다.
그러므로 실생활에서도 어차피 출자가 많아지기 마련이다.

성격이 밝고 어떤 일에도 적극적인 말해의 사람이지만 결점은 그것이 오래 지속되지 않는다는 점이다.
때문에 일을 최후까지 책임지지 않는 사람같은 인상을 주어 손해를 보게된다.
이것은 체질적으로 단거리 선수와 같은 점이 있으므로 숨이 빨리 차는 것이다.
그러므로 젊어서 두각을 나타내도 도중에 자신도 모르게 시들어 버리는 위험이 다분히 있다.

말띠 사람의 애정 표현은 대단히 솔직하며 기분이 좋은 것이다.
단, 남녀모두 외견상의 아름다움으로 좋고 싫은것을 정하는 경향이 강한것 같다. 또, 체력이 왕성한 것도 특장이다.

그렇다면 인생의 운수는 어떨까?
운수가 열리는 것은 빠르며 35세 전에 두각을 나타내고 타인을 한 발이나 두발 이상 리드한다.
이 절호의 시기에 자기 재능의 기초를 착실하게 닦는다.
그리고 한가지 일에 열중하고 오래 계속할 수 있는 인내심을 키우도록 노력 하여야 한다.
이렇게해서 자신의 결점을 커버한다면 젊었을때의 오름세의 운수를 그대로 유지하는것은 물론 더욱 비약하게 될것이다.

또한, 여성은 25세가 될때까지 자기 장래의 일을 냉정하게 생각해서 결정하는것이 좋을것이다.","午",3
"양띠의 성격과 운수 - 여성스러우나 마음은 강하다.

푸른 하늘에 두둥실 떠있는 양털 구름을 아침에 집을 나설때에 본 다는것은 생명과 행복의 징조라 했고 또, 그날 최초에 만나는 동물이 양이면 사랑과 행복의 표시라는 말이 바빌로니아에서 기원하여 로마에 전달 되었다.
또한 그리스도는 자신을 ""좋은 양치기""라고 말하고 있듯이 양은 온화하고 평온함을 그 특징으로 하는 동물이다.
또 양은 물도 풀도 없다시피하는 황야를 묵묵히 사람을 따라서 가는 것이다.
이 굽히지 않는 인내와 전진 이것은 또 양띠 사람의 특징이기도한 것이다.
외견상으로는 상상조차 할수도 없는 마음이 강한것을 자랑하는 사람이다.

12지 에서는 양해를 [未]라는 글자로 쓰고 있으며, 이것을 ""미""라고 읽으며 아직, 못할, 또는 행동하기전의 한숨 돌리기라는 뜻을 의미한다.
계절로 말하면 7월, 식물이 완전히 성장하고 이제부터 열매를 맺으려고 대기하고있는 시기이다.
시간으로 말하면 오후 2시경(오후 1시 ~ 3시 사이), 낮이 지나고 쉬는 한 때이다.
12지 에서는 제 8위에 해당한다.
양해의 사람에게는 인내력과 동시에 기품이 있고 조용함이 있다.
그리고 그 조용한 가운데에도 확고히 무엇인가를 품고 있다.
몸생김도 양과같이 유연한 느낌이며 피부가 흰 사람이 많은것 같다.
한 마디로 말해서 여성같은 느낌인 사람이다.
특히 여성은 몸집이 풍부하고 허리는 잘룩하고 잘 다듬어져있고 광택이 있는 아름다운 피부를 갖고있다.

양띠의 사람으로서는 [잃어버린 시간을 찿아서]의 작가 프루스트가 있으며 그 밖의 화가나 수필가, 정치가, 시인, 배우, 가수 또는, 스포츠 관계등 
양띠는 유명한 인사가 줄을 잇고 있으며 남자다움 속에서도 다정함을 지니고 있는 사람들이다.
양띠의 사람은 이와같이 표면상으로는 온순하지만 속에 품은 마음의 세기, 파이트에는 무시할수 없는것이있다.

양띠의 사람은  모든 일에대한 치밀한 계획과 성취하는 기질, 주위에 대한 원만성을 갖고 있으므로 사람과의 교제는 대한히 훌륭하다.
단, 내심이 강한것이 때때로 머리를 들어서 아! 하는 순간에 쾅! 하고 반발할때가 있다.

그러면 양띠의 일생 운수는 어떠한가?
한 마디로 말해서 한단 한단 계단을 오르는 것처럼 확실하게 밟아가는 타입이다.
하나의 영역을 지키고 열심히 노력을 쌓는 생활이 알맞는 것이다.
나중에 이 노력이 빛을 보아 적당한 지위에 올라가게 된다.
재물운은 젊었을때 부터 중류 이상의 생활을 할수 있을 정도로 복을 받고 있다.

양띠의 여성은 좋은 아내가 되지만 자기 본위의 가정을 만들기가 쉽다.
매일매일의 반찬이나 실내의 장식이라도 자기 취미와 성향이 강하게 나타나고있다.
양띠의 남편은 가정적인 남편, 아빠가 되는 타입이다.
그러나 무기력한 마이홈 아빠와는 달라서 가정의 주도권을 세계 쥐고 일가를 리드한다.

양띠의 사람은 특히 여성은 남성의 마음을 가라 앉히는 무엇인가를 갖고있는 사람이 많은것 같다.","未",4
"원숭이띠의 성격과 운수 - 머리도 좋은나 몸도 가볍다.

원숭이는  가장 인간과 가까운 동물이다.
원숭이 흉내내듯 한다는 말이 있지만 이것은 어디까지나 인간이 길들인 것이며 원숭이 해의 사람의 성격과는 관계가 없다.
원숭이의 사회는 항상 한마리의 강력한 리더를 톱으로해서 질서를 유지하고 있다.
대 집단을 통솔해서 보스로서의 지위를 유지하기 위해서는 지혜와 체력과 매력이 필요하다.
원숭이 해에 태어난 사람은 이와같이 건전하며 리더가 될 요소를 갖고있는 것이다.
또한 원숭이 해에 태어난 사람은 남의 눈에 띄는 것을 좋아한다.
사람 눈을 끌기위한 연출이나 어딘가 재능을 살린 지나친 화려함이 있다.
창피하다 라든가 쑥스럽다는 감정과는 인연이 먼 사람이다.
또 관용성이나 아량이 있으므로 주위에 사람이 많이 모이게 된다.
가정 주의자이며 부모나 처자에에 정이 깊은 사람이다.
그런데다가 애정면에서도 상당히 세밀한 사람이다.

재능으로 젊었을 때부터 사회에서 인정을 받아 두각을 나타낸다.
[申]이 열매를 맺는 가을이 시작할 시기에 해당할 만큼 끝없는 발전성의 운수를 타고나 있다.
중년에 들어갈 무렵에는 사회적 지위도 확립되고 재산도 생겨서 여유있는 인생을 보낼수가 있다.
단, 어디까지나 조그마한 성공에 만족하지 않고 항상 목표를 앞에두고 전진하지 않으면 않된다.
또, 급하게 뛰지 말것, 호언 장담해서 타인의 반감을 사지 않도록 주의 해야 한다.

동물인 원숭이 에서는 수컷은 정력이 남보다 뛰어나다.
그러나 이것은 어디까지나 동물인 원숭이의 예기지 사람에게도 꼭 해당되는 것은 아니다.
그러하나 원숭이띠의 남자는 확실히 그러한 기미가 많이 엿보인다.
원숭이 해에 태어난 여성은 일가의 주부로서 가정을 지키며 남편을 아무 근심없이 일에 전념 시키는 똑똑한 아내이다.
그렇다고 ""여인천하""의 가정이 된다는것은 아니다. 
안에서나 밖에서나 남편의 권위를 높일수있는 여성인 것이다.
애를 많이 낳고 훌륭히 키운다.
중년 이후는 이 애들이 모두 힘이 되어서 안락하고 행복한 일생을 보내게 된다.

원숭이 띠의 성격을 완전히 살려서 지도자가 된 사람이 많다.
인진왜란의 풍신수길이 대표적 인물이다.
윗사람의 마음에 들기위한 비굴하기 만큼의 아첨, 부하나 적을 다루는 인간 조종술에 따른 갖가지 에피소드는  그야말로 원숭이띠 그대로이다.
그는 일본에서 영웅 칭호를 받고있다. 
별명도 원숭이 영감이라니 재미있는 에피소드라 할수있다.
이렇듯 원숭이띠의 재주를 반대로 잘못 이용하면 당대의 대도적이 된다고 한다.
그예로 태평양 전쟁을 일으킨 당대의 일본 수상 도오죠오역시 원숭이 띠이다.
자신의 권력을 유지하기위해 무리하게 저지른 일이 결국 일본을 패전국으로 만들어 놓는 문제의 인물이다.
이처럼 불행한 케이스가 있지만 기본적으로 원숭이 띠의 사람은 재치가 뛰어난 훌륭한 두뇌의 소유자이다.
그러므로 경제계나 사업계, 미술계에서 영화계에 이르기까지 크게 성공한 예는 수없이 많다.

이 원숭이 해는 12지에서는 [申]신라는 글자로 표시하고 있다.
""신""이라고 읽으며 이 글자는 막대기를 양손으로 잡아 당기는 모양의 상형 글자이다.
申은 늘어난다, 성장한다 라는 의미도있다.
이것은 사람이 재능과 개성을 계속해서 성장시킨다는 것이며 또, 신축자재 유연성이 있는 생각, 행동도 뜻한다.

신은 계절에서는 8월 벼꽃이 피고 암술과 수술이 결합해서 결실하려는 시기이다.
번개가 치면 강한 바람이 불어서 수술, 암술의 결합을 돕고있다.
시간으로 말하면 오후4시(오후3시 ~ 5시까지)태양이 서쪽으로 기울기 시작할 때이다.
방향은 서남서이다. 12지의 제 9위이다.","申",5
"닭띠의 성격과 운수 - 지적이며 스마트하다.

12지의 [酉]라는 글자는동물의 鷄(닭)에 해당한다.
酉는 ""유""라 읽고 계절로 말하면 수확의 계절 9월이다.
하루의 시각으로 말하면 일몰의 6시(오후 5시 ~ 7시 사이)에 해당한다.
또, 태양이 지는 서방향을 뜻한다.
12지의 제 10위이다.

닭은 세계 어느곳에나 공통으로 예언의 동물로 되어 있다.
희랍신화 에서도 닭은 인간이 알수 없는 장례의 일도 예언할수 있다고 씌어있다.
일본에서는 신사(귀신을 모신 곳)입구에 도리이(돌이나 나무로 만든 天자와 비슷한 모양의 기둥)라는 것이 세워져 있는데 이것은 원래 신에게 바치는 닭이 올라있는 나무였다고 한다.
그리고 닭이 신의 말을 알리는 사자라는 것이였다고 한다.
이와같이 닭의 능력은 그대로 닭해에 태어난 사람에게 나타나 있다.
선경지명이 있고 남보다 한발 앞선 생각을 갖고 있다.
장래에 대한 확실한 예견을 갖고 있으므로 행동은 계획적이며 낭비가 없다.
남이 생각치 않는 기략에도 뛰어나 있어 사람들을 깜짝 놀라게 하는 일을 해내고 있다.

닭해의 사람은 머리의 회전이 빠르고 말썽 꾸러기이다.
마치 닭이 뾰족한 부리로 마당의 여기 저기를 쪼며 다니는 그 분주스러운 모습과 비슷하다.
또한 닭해 태생의 사람에게 때로는 말더듬는 사람이 있는것도 이와 마찬가지이며 재빨리 뛰어 다니려는 생각에 입이 이것을 쫏아가지 못하기  때문이다.

닭띠의 또 하나의 특징은 멋부리는 것이다.
특히 남성은 몸치장이 단정하지 않으면 타인에게 결점을 보이는것 같은 기분이 들어서 안심할수가 없는 것이다.
또 여성은 색채감각이 뛰어난 사람이 많은것 같다.
이러한 사람이므로 게으른 사람이 있다면 그 결점이 눈에 띄어 바로 초조해 진다.
닭해에 태어난 사람이 자칫하면 신경질적으로 보이거나 차갑게 보이는 것도 이러한것이 원인이 되는 것이다.

닭띠의 인재는 재정계에서 확약하는 사람, 사업계의 회장, 또는 작가등이 많다.
이 밖에도 음악가나 배우, 화가가 있는가 하면 프로레슬러로 유명한 사람. 
가령 일본의 안토니오 이노끼 같은 사람등 각 방면에 재능이 있는 사람이 많다.
여성으로는 남성에 지지않는 두뇌의 작가나, 이름난 여배우가 많은 것 같다.

닭해의 사람은 정직하고 정확하며 일에 열성이며 대인관계가 좋으므로 여러가지 면에서 통솔력으로서 없어서는 안될 존재이다.
그런 까닭에서인지 술집에 나오는 일도 많아 자연히 술도 좋아 지게 될것이다.
그러나 상당한 양을 마셔도 절대로 태도를 흐트리는 일은 없다.
이것은 닭띠가 나타내는 酉에 삼수변을 붙이면 酒가 된다는 것에서도 알수가 있다.

애정면에서도 부부사이는 대단히 좋고 무드파에 해당한다.
운수를 보면 천성이 즐거움이 많은 별 밑에서 태어났으므로 재물에는 부자유하지않고 일에도 타고나서 행복한 인생을 보낼수가 있다.
단, 남이 잘 납득하기전에 자기 혼자만 폭주할 염려가있다.
닭해의 여성은 그다지 자활능력이 없다.
자기가 보조역으로 일할수 있도록 경제력도 포용력도있는 남자와 결혼 하여야 한다.
이렇게 하면 가정을 착실하게 지키고 여유있는 풍부한 생활을 보낼수가 있는 것이다.
위하수, 위경련 특히 젊었을때 호흡기 관계에 주의할것.
감기에 걸리기 쉬운 타입이다.
또, 신경통, 류마티스쪽에도 주의 하는것이 좋을듯 하다.","酉",6
